Nombre,Apellido,RUT,Dirección,Comuna,N° Cuenta Corriente,Banco,Monto de Garantía,Fecha de Pago de Garantía,N° Jornada de Remate,Fecha del Remate,Modelo de Automóvil,Categoría de Automóvil,Proveedor del Auto,Pago del Restante,Fecha de Pago del Restante,Devolución de Garantía,Fecha de Devolución,Cantidad de Click en Inicio,"Cantidad de Click en ""Quiénes Somos""",Cantidad de Click en Contacto,Cantidad de Click en Remates Activos,Cantidad de Click en Abonar Garantía,Cantidad de Click en Agregar al Carro,Cantidad de Click a Salón de Remate
Silvia,Egea,5182886-0,"Cuesta de Maxi Figuerola 82 Puerta 0 
Palencia, 27144",Ñuñoa,ES6028052432336276135411,BCI,1346892.74,2024-05-15,27,2024-09-03,Nissan Sentra,Camioneta,Banco de Chile,5999854.9,2024-12-11,0.0,,98,36,30,146,48,10,32
Osvaldo,Mayol,1881490-0,"Calle Segismundo Guillén 20
Navarra, 08893",La Florida,ES9845527764516096119102,Santander,788716.0,2024-03-07,32,2024-10-27,Chevrolet Spark,Hatchback,Banco de Chile,0.0,,788716.0,2024-12-04,1,49,42,44,24,56,99
Jose Carlos,Montesinos,7913916-5,"Plaza Manolo Hervia 98 Piso 3 
Albacete, 02382",Santiago,ES9790885638163010980601,Scotiabank,752939.06,2024-01-07,19,2024-12-05,Nissan Sentra,Sedán,BCI,6839413.43,2024-12-15,0.0,,32,10,28,45,36,22,53
Mateo,Giménez,19494131-5,"Pasadizo Griselda Lozano 95 Apt. 13 
Pontevedra, 41952",Vitacura,ES4405519446294618616796,Scotiabank,754687.52,2024-04-17,32,2024-10-21,Honda Civic,Camioneta,Banco de Chile,14394995.71,2024-12-05,0.0,,49,37,50,61,28,66,0
Juan Bautista,Cal,17980984-2,"Urbanización de Úrsula Alberola 50 Puerta 0 
Palencia, 07342",Vitacura,ES9175519279133222366225,Banco Estado,1122400.4,2024-05-24,20,2024-08-27,Ford Fiesta,Camioneta,Santander,0.0,,1122400.4,2024-09-15,33,3,15,30,43,7,87
Teresa,Ribera,24013410-1,"Paseo de Catalina Antón 453
Guadalajara, 09479",La Florida,ES1927447556772232935155,BCI,1857373.04,2024-02-17,19,2024-12-15,Nissan Sentra,Coupé,Scotiabank,6355905.22,2024-12-24,0.0,,49,49,21,163,44,26,30
Zaida,Aguilar,9567160-8,"Urbanización de Isa Barceló 916 Piso 6 
Sevilla, 34532",Ñuñoa,ES2085126043974931147474,BCI,1643036.5,2024-06-09,13,2024-12-28,Toyota Corolla,Sedán,BCI,0.0,,1643036.5,2024-12-30,1,3,10,63,45,66,57
Darío,Roca,1838229-6,"Camino de Calixto Puerta 62
Vizcaya, 33943",Vitacura,ES1309932431888978334992,Scotiabank,1667331.69,2024-06-07,30,2024-07-28,Ford Fiesta,Camioneta,Banco Estado,7421482.12,2024-11-14,0.0,,49,6,30,136,50,23,76
Beatriz,Valls,11205538-K,"Glorieta Hilda Perez 3
Asturias, 30567",Vitacura,ES1039226201543009657397,BCI,851782.84,2024-06-29,6,2024-11-29,Chevrolet Spark,Sedán,Banco Estado,12248577.07,2024-12-26,0.0,,49,11,23,39,9,47,9
Joan,Casal,11695436-2,"Glorieta de Custodia Rosell 56 Piso 7 
Pontevedra, 44088",Providencia,ES5052492725166123109886,BCI,979295.13,2024-05-11,42,2024-09-03,Chevrolet Spark,Camioneta,Banco de Chile,0.0,,979295.13,2024-12-28,18,27,29,106,37,38,20
Jordana,Escrivá,1723146-4,"Glorieta de Eligia Echeverría 22
Salamanca, 20834",La Florida,ES4089863579407903852466,BCI,1981666.33,2024-01-30,11,2024-07-19,Ford Fiesta,Coupé,Scotiabank,0.0,,1981666.33,2024-10-15,96,43,35,188,14,87,50
Guadalupe,Prieto,15344474-9,"Cañada Isidro Feliu 11
Álava, 35620",Las Condes,ES1054064054960081336226,Scotiabank,597641.36,2024-02-16,25,2024-10-24,Honda Civic,Camioneta,Santander,0.0,,597641.36,2024-12-21,86,45,12,87,10,95,23
Marc,Diego,8564934-5,"C. Lucho Martinez 32 Puerta 5 
Huesca, 43500",Santiago,ES5315135530904985007833,Santander,1043605.48,2024-06-27,6,2024-09-05,Ford Fiesta,Camioneta,Banco Estado,14132049.49,2024-10-23,0.0,,28,44,41,99,23,10,16
Bárbara,Vilanova,22118703-2,"Rambla Marianela Mur 42
Castellón, 18740",La Florida,ES8332517525500446977817,Scotiabank,1686457.14,2024-02-11,43,2024-11-29,Nissan Sentra,SUV,Banco Estado,0.0,,1686457.14,2024-11-29,6,18,11,189,1,98,97
Simón,Molins,2634196-5,"Urbanización Marcela Izquierdo 88
Valladolid, 30630",Ñuñoa,ES7326595730425060312517,Scotiabank,937425.09,2024-02-08,11,2024-05-12,Toyota Corolla,SUV,Banco Estado,14845863.03,2024-07-04,0.0,,65,46,7,197,37,44,74
Marcia,Macias,24104151-4,"Cañada Anastasio Salas 49
Cantabria, 51799",La Florida,ES2879083190163040756486,Banco de Chile,1576186.39,2024-03-16,41,2024-05-26,Toyota Corolla,Coupé,BCI,0.0,,1576186.39,2024-12-01,90,39,40,193,47,32,44
Pelayo,Berenguer,12677501-6,"Calle Ágata Gascón 63 Puerta 3 
Girona, 18064",Providencia,ES7799024643778276170719,Scotiabank,1919374.69,2024-02-03,12,2024-03-20,Nissan Sentra,Camioneta,Banco de Chile,17164068.18,2024-11-15,0.0,,7,21,25,74,41,39,47
Amílcar,Zamorano,1989481-9,"Paseo de Magdalena Rivero 176 Puerta 2 
Huelva, 21998",Santiago,ES5215388950924209489371,Banco Estado,1611084.24,2024-06-24,33,2024-07-12,Chevrolet Spark,Camioneta,Banco de Chile,18850111.75,2024-09-07,0.0,,93,24,35,49,43,20,48
Nazaret,Chamorro,10504952-8,"Callejón de Sigfrido Godoy 18 Puerta 4 
Málaga, 49003",Providencia,ES6380411125449391663655,BCI,1465450.36,2024-05-26,14,2024-11-03,Ford Fiesta,Coupé,Banco Estado,0.0,,1465450.36,2024-12-04,26,36,46,198,41,88,78
Mireia,Beltran,23470572-5,"Urbanización Bibiana Morales 39
Álava, 23268",La Florida,ES2120435163350515160449,Scotiabank,1265713.23,2024-07-10,36,2024-10-12,Honda Civic,Sedán,Scotiabank,0.0,,1265713.23,2024-11-26,0,15,34,142,10,9,79
Ruben,Quiroga,3466973-2,"Avenida de Juan Carlos Ríos 622 Apt. 20 
Ceuta, 32446",Vitacura,ES0940381157876416269012,Banco Estado,1432003.31,2024-03-21,3,2024-12-14,Honda Civic,SUV,Santander,12042364.6,2024-12-28,0.0,,48,35,27,26,45,93,83
Gabino,Cadenas,7712051-3,"Vial de Reyna Ortega 979
Ciudad, 41081",Las Condes,ES2511381936070897053742,Banco de Chile,1814020.88,2024-01-25,10,2024-07-15,Toyota Corolla,Hatchback,BCI,0.0,,1814020.88,2024-12-02,9,5,46,191,0,82,100
Constanza,Belda,19701332-K,"Ronda de Eufemia Tovar 221
Vizcaya, 40296",Santiago,ES3875530194514540002813,Banco Estado,1319638.75,2024-01-08,17,2024-12-20,Chevrolet Spark,Coupé,Banco Estado,9891913.24,2024-12-25,0.0,,49,47,49,172,43,36,89
Eloy,Ricart,13792592-3,"Alameda de Emelina Caro 80
Teruel, 30136",Las Condes,ES7530143493888648664516,Banco Estado,1718020.7,2024-04-05,3,2024-09-11,Nissan Sentra,Camioneta,Scotiabank,0.0,,1718020.7,2024-11-25,25,28,35,180,18,62,8
Luz,Pallarès,3746856-8,"Avenida Constanza Egea 16
Toledo, 09947",Las Condes,ES7437035991125637547114,Banco Estado,807492.93,2024-06-25,38,2024-10-31,Ford Fiesta,Camioneta,BCI,8694753.53,2024-11-20,0.0,,4,37,49,27,45,35,97
Odalis,Jurado,6018303-1,"Alameda Clemente Tolosa 53
Segovia, 45285",Vitacura,ES4045233673541629709341,Scotiabank,619866.57,2024-01-12,50,2024-08-16,Ford Fiesta,SUV,Santander,6516301.69,2024-12-19,0.0,,73,9,30,9,10,26,83
Matilde,Ortega,4989530-5,"Cuesta Goyo Ropero 390 Apt. 78 
La Coruña, 03888",La Florida,ES1264157195183755592827,Banco Estado,1827874.36,2024-03-02,50,2024-12-07,Nissan Sentra,SUV,BCI,0.0,,1827874.36,2024-12-15,99,5,46,132,30,80,29
Aurora,Perelló,16667006-3,"Vial Felicidad Agullo 46 Piso 4 
Palencia, 22321",Las Condes,ES5640797676579559765173,Banco de Chile,1711282.74,2024-04-10,27,2024-12-30,Toyota Corolla,SUV,Scotiabank,0.0,,1711282.74,2024-12-30,81,36,16,111,31,75,92
Paco,Ortega,23821971-K,"Alameda de Adalberto Roda 484
Sevilla, 08388",La Florida,ES3966774028257827886545,Scotiabank,1738131.11,2024-05-14,36,2024-10-28,Chevrolet Spark,Camioneta,BCI,19190512.39,2024-10-28,0.0,,73,9,1,192,5,98,77
Corona,Anguita,10270235-2,"Camino Lara Herranz 79
Lugo, 09967",Santiago,ES6595502617387604819096,Santander,821676.7,2024-02-24,26,2024-03-27,Honda Civic,Coupé,Banco Estado,0.0,,821676.7,2024-04-30,69,3,10,130,12,68,68
Joaquina,Calvet,19264587-5,"Urbanización de Leoncio Calatayud 14 Piso 5 
Cádiz, 05092",Santiago,ES4088683726275976602749,Santander,1244496.22,2024-04-18,33,2024-07-14,Nissan Sentra,Camioneta,Santander,0.0,,1244496.22,2024-08-02,24,34,33,155,35,95,55
Nydia,Nebot,23626084-4,"Callejón de Emiliana Montenegro 234
Huelva, 27576",La Florida,ES5872043650489601982969,BCI,1868368.07,2024-05-27,25,2024-10-15,Chevrolet Spark,SUV,Banco de Chile,0.0,,1868368.07,2024-12-09,80,20,35,51,48,86,86
Ainoa,Moll,21107256-3,"Camino Rodrigo Campoy 10
Santa Cruz de Tenerife, 03153",Santiago,ES0220243136702411031156,Scotiabank,1095757.29,2024-02-21,39,2024-05-28,Ford Fiesta,SUV,Banco de Chile,0.0,,1095757.29,2024-06-07,20,35,35,34,1,35,59
Maribel,Expósito,19653488-1,"Alameda de Rocío Riera 905
Murcia, 14593",Ñuñoa,ES6208625311910021478724,Banco Estado,1550250.74,2024-03-08,31,2024-10-27,Honda Civic,SUV,Santander,0.0,,1550250.74,2024-12-08,24,27,37,83,43,12,6
Nuria,Cuesta,24023739-3,"Ronda Roxana Adadia 76 Piso 6 
Girona, 36682",La Florida,ES5179024164698695193950,Banco Estado,1071542.36,2024-01-26,44,2024-11-15,Chevrolet Spark,Sedán,Santander,18288873.55,2024-12-28,0.0,,5,12,5,137,15,59,62
Víctor,Sobrino,9843545-K,"Acceso de Nazaret Valero 64 Apt. 29 
Girona, 04891",La Florida,ES4017463830265347006993,Santander,1796852.6,2024-07-07,46,2024-09-08,Ford Fiesta,Sedán,BCI,5044367.74,2024-09-22,0.0,,2,37,13,0,0,100,33
Ignacia,Toledo,1705323-K,"Glorieta Pía Teruel 9 Puerta 5 
Vizcaya, 32547",Vitacura,ES7480001276415665059925,Banco Estado,1753099.46,2024-02-07,16,2024-02-11,Chevrolet Spark,Hatchback,Santander,8576425.58,2024-10-24,0.0,,1,14,22,144,0,47,24
Nazario,Vidal,5871950-1,"Camino de Luis Ángel Guitart 14
Vizcaya, 12805",Las Condes,ES3045097213565073245430,Scotiabank,1275381.57,2024-01-06,19,2024-01-22,Ford Fiesta,SUV,Scotiabank,7939742.46,2024-10-14,0.0,,29,20,50,39,39,52,88
Nydia,Barón,6118643-3,"Pasaje Mario Alcaraz 88 Apt. 61 
Madrid, 49340",Santiago,ES4531388811353541133187,Scotiabank,1437592.73,2024-03-27,41,2024-08-08,Nissan Sentra,Hatchback,Santander,0.0,,1437592.73,2024-11-28,39,22,8,131,6,8,85
Pánfilo,Bosch,15941905-3,"Cañada de Cecilio Moya 17 Puerta 2 
Soria, 47942",Providencia,ES9301050398711372375577,Santander,980980.77,2024-06-08,48,2024-09-16,Honda Civic,Hatchback,Santander,0.0,,980980.77,2024-11-07,36,35,13,2,46,15,27
Mauricio,Solera,9686072-2,"Via de Joaquina Bermejo 93 Puerta 8 
Alicante, 45953",Ñuñoa,ES4763570043739844081687,Banco de Chile,1262057.45,2024-01-03,9,2024-09-03,Honda Civic,Sedán,Scotiabank,0.0,,1262057.45,2024-11-28,56,21,9,92,28,70,56
Filomena,Casas,11602290-7,"Pasadizo de Chucho Guerrero 60 Apt. 42 
Jaén, 48756",Ñuñoa,ES1587527734945495273613,Banco Estado,1691296.9,2024-06-03,16,2024-11-20,Toyota Corolla,Coupé,Banco Estado,14765618.12,2024-12-07,0.0,,1,3,13,4,48,100,36
Virgilio,Solana,2914068-5,"Vial de Gloria Garzón 18 Puerta 7 
Córdoba, 04532",Ñuñoa,ES4619992982943361792377,Banco Estado,500526.41,2024-02-27,46,2024-07-02,Chevrolet Spark,Sedán,Scotiabank,0.0,,500526.41,2024-08-19,91,34,10,46,12,8,79
Fanny,Ferrero,23168881-1,"Callejón de Nieves Sureda 26
Guipúzcoa, 12294",Vitacura,ES4757709437614636832820,Banco Estado,1337516.37,2024-04-07,47,2024-10-19,Honda Civic,Hatchback,Banco Estado,9548021.4,2024-12-21,0.0,,5,41,45,159,11,1,86
Gustavo,Figueroa,11036346-K,"Pasadizo Gabino Moya 14 Apt. 30 
Guadalajara, 29485",Ñuñoa,ES3218783774569997437818,BCI,1141633.39,2024-01-20,39,2024-03-04,Ford Fiesta,Camioneta,BCI,0.0,,1141633.39,2024-05-10,52,1,40,177,43,45,61
Glauco,García,17996447-3,"Pasadizo de Adoración Mulet 43 Puerta 1 
Cádiz, 42375",Santiago,ES3269310782556815163670,Santander,587703.72,2024-04-03,19,2024-11-25,Honda Civic,Sedán,Banco de Chile,0.0,,587703.72,2024-12-10,52,3,19,177,43,15,99
Jesusa,Haro,20742945-7,"Calle de Bernabé Sanabria 21 Piso 2 
Alicante, 48673",Santiago,ES3104655578857559958360,BCI,1104593.23,2024-02-24,4,2024-05-25,Ford Fiesta,Coupé,Banco Estado,0.0,,1104593.23,2024-10-24,59,35,8,85,39,22,94
Alex,Palomo,22945880-9,"C. Álvaro Nevado 86 Apt. 78 
Alicante, 24639",Ñuñoa,ES7078636972552784156448,Banco de Chile,954225.24,2024-01-29,14,2024-08-28,Nissan Sentra,SUV,Scotiabank,16217578.25,2024-12-24,0.0,,67,50,38,18,30,37,49
Joaquina,Gutierrez,13287656-8,"Callejón Francisco Lobato 87 Puerta 5 
Asturias, 36491",Ñuñoa,ES9192240914790944813226,BCI,1605436.26,2024-07-14,11,2024-08-23,Honda Civic,Hatchback,BCI,0.0,,1605436.26,2024-11-02,13,41,45,98,32,12,7
Máxima,Olivé,2612902-8,"Vial Berto Lamas 97
Almería, 20659",La Florida,ES0869751369500340647370,Banco de Chile,1087557.48,2024-02-04,1,2024-12-23,Ford Fiesta,Hatchback,BCI,10713451.6,2024-12-25,0.0,,89,0,34,59,11,90,88
Amarilis,Catalán,4794438-4,"Alameda de Fidela Cazorla 1
Badajoz, 17515",Providencia,ES1392682468133066199701,Scotiabank,1992025.15,2024-06-05,36,2024-10-06,Nissan Sentra,Camioneta,Santander,0.0,,1992025.15,2024-12-16,33,28,6,21,17,28,41
Amaro,Mercader,6252636-K,"Rambla Danilo Perera 34 Puerta 7 
Córdoba, 45276",Las Condes,ES9424980451231905468875,BCI,1556562.37,2024-05-29,37,2024-06-21,Toyota Corolla,Coupé,Scotiabank,0.0,,1556562.37,2024-09-21,59,17,7,115,43,59,32
Adora,León,13530709-2,"Avenida de Gloria Robledo 93
Castellón, 07811",Providencia,ES4401120885227556474810,Santander,567306.36,2024-06-11,14,2024-10-18,Chevrolet Spark,Coupé,Banco Estado,13273244.72,2024-11-24,0.0,,68,31,30,106,35,15,20
Lalo,Cuadrado,6213126-8,"Plaza de María José Casares 1
Ourense, 06490",Ñuñoa,ES2621685026640293119218,Scotiabank,646945.75,2024-03-31,19,2024-09-25,Honda Civic,Coupé,Banco Estado,12603477.13,2024-12-18,0.0,,48,19,40,183,15,30,53
Sigfrido,Bárcena,22469642-6,"Cuesta Máxima Bejarano 8 Apt. 79 
Navarra, 24227",Ñuñoa,ES6529497137830867113209,Scotiabank,1966397.5,2024-07-04,36,2024-11-04,Chevrolet Spark,SUV,Banco de Chile,8628366.64,2024-11-23,0.0,,100,28,43,183,8,62,26
Ulises,Corominas,14363695-K,"Acceso Benigno Morán 50 Piso 5 
Jaén, 11060",Santiago,ES2422115108848652881423,Banco Estado,1063218.48,2024-02-05,50,2024-12-11,Toyota Corolla,Hatchback,BCI,0.0,,1063218.48,2024-12-21,72,34,2,44,39,46,63
Victoria,Mayol,7338451-6,"Via de Renato Espejo 7 Piso 6 
Guadalajara, 43099",Las Condes,ES5224906851815521789666,Banco Estado,764636.14,2024-01-15,30,2024-07-07,Honda Civic,Sedán,Scotiabank,19800296.83,2024-08-11,0.0,,72,39,35,182,34,17,79
Santos,Gálvez,20786444-7,"Acceso Lola Baeza 26 Puerta 9 
Salamanca, 42854",Santiago,ES8511792090309195196614,Santander,1239310.09,2024-03-10,7,2024-11-07,Chevrolet Spark,Camioneta,Scotiabank,7192647.95,2024-11-22,0.0,,94,14,40,40,35,31,4
Rufina,Fortuny,20141185-8,"Camino de Adalberto Luís 95
Palencia, 45493",Vitacura,ES2173078381303931895544,BCI,1911810.42,2024-06-23,42,2024-09-21,Toyota Corolla,Camioneta,Banco Estado,13907978.98,2024-11-11,0.0,,80,14,27,124,8,21,8
Pío,Olivera,20044838-3,"Acceso de Emma Suárez 9
Lugo, 17282",Santiago,ES8481306173461953842185,Santander,651003.89,2024-05-12,39,2024-10-31,Chevrolet Spark,Camioneta,Santander,5897766.3,2024-12-24,0.0,,81,23,0,13,26,12,81
Leyre,Ribera,7504969-2,"C. de Alejo Rodríguez 3 Puerta 1 
Murcia, 07018",Ñuñoa,ES6217366249086736469670,Banco Estado,1834115.0,2024-01-10,34,2024-10-31,Chevrolet Spark,Camioneta,Santander,0.0,,1834115.0,2024-12-13,93,24,11,66,6,98,15
Marcio,Bermudez,9181601-6,"Avenida Nicolasa Garay 17 Puerta 1 
Álava, 32037",Providencia,ES2846805087456497361940,Banco Estado,1535409.47,2024-03-26,4,2024-09-22,Chevrolet Spark,Sedán,Banco de Chile,0.0,,1535409.47,2024-09-25,35,33,13,183,44,31,51
Javi,Chaves,10838202-3,"Glorieta de Eli Aguiló 562
Guadalajara, 08344",Providencia,ES3940346387249421230454,Santander,1831506.85,2024-03-08,28,2024-11-29,Ford Fiesta,SUV,Scotiabank,0.0,,1831506.85,2024-12-03,37,36,23,158,14,51,35
Clemente,Oliva,5581909-2,"Paseo Guiomar Lara 219 Apt. 38 
Baleares, 28143",Las Condes,ES9328766817423231924139,BCI,870975.23,2024-06-12,16,2024-12-12,Chevrolet Spark,Sedán,Banco de Chile,13469477.55,2024-12-12,0.0,,95,42,3,119,31,6,40
Marcela,Font,11361683-0,"Pasaje Ruth Ortuño 9 Puerta 6 
Girona, 22598",Las Condes,ES4535746829618831910095,Scotiabank,1967741.95,2024-06-04,23,2024-07-28,Ford Fiesta,Sedán,Scotiabank,12294714.68,2024-09-29,0.0,,24,46,41,164,30,37,86
Dorita,Blázquez,11297699-K,"C. Yago Pi 1 Apt. 17 
Segovia, 40750",Vitacura,ES9584135408016266144135,Banco de Chile,1282345.98,2024-03-25,22,2024-07-19,Toyota Corolla,Sedán,Banco Estado,6664696.87,2024-11-20,0.0,,65,16,33,2,32,90,24
Wilfredo,Hierro,21606810-6,"Plaza de Norberto Mármol 42
Barcelona, 36574",Providencia,ES0679145680047746069327,Banco de Chile,719005.04,2024-06-14,18,2024-12-22,Nissan Sentra,Camioneta,Banco Estado,0.0,,719005.04,2024-12-28,15,24,14,150,50,33,53
Ramona,Castañeda,7526463-1,"Camino Edmundo Sanchez 57 Piso 5 
Murcia, 15752",Santiago,ES5127796938007246450009,Banco de Chile,1621560.83,2024-01-18,22,2024-06-15,Toyota Corolla,Coupé,Santander,19681275.12,2024-09-14,0.0,,80,2,37,89,32,34,37
Amalia,Diéguez,7908578-2,"Cañada de Corona Morcillo 66
Cáceres, 39703",Las Condes,ES7167448315064094101924,Banco Estado,866058.39,2024-03-23,29,2024-08-01,Nissan Sentra,Camioneta,Banco de Chile,11341468.91,2024-10-04,0.0,,60,20,24,44,14,47,1
Carlos,Mascaró,24948150-5,"Plaza de Clara Cuéllar 21
La Coruña, 38943",Ñuñoa,ES3227673868401115596676,Santander,1722661.62,2024-04-20,24,2024-09-15,Chevrolet Spark,SUV,Scotiabank,14894772.57,2024-09-22,0.0,,0,21,24,43,10,87,31
Crescencia,Carreras,9217783-1,"Cañada Leire Llorente 12 Piso 0 
Lleida, 37521",Santiago,ES7520166709315074123720,Banco Estado,1049526.87,2024-07-01,18,2024-08-30,Honda Civic,Coupé,Banco Estado,0.0,,1049526.87,2024-10-15,79,19,4,194,2,32,67
Olivia,Valentín,18512993-4,"Alameda Zoraida Lumbreras 6 Puerta 4 
Asturias, 48203",Vitacura,ES6133098284944810396382,Santander,798220.08,2024-03-07,36,2024-11-08,Ford Fiesta,Coupé,Banco Estado,0.0,,798220.08,2024-12-23,89,47,1,56,25,4,25
Vanesa,Uría,9093751-0,"C. Amelia Olmo 13
Huesca, 41635",La Florida,ES7292417175447583057504,BCI,1719996.58,2024-05-28,46,2024-05-31,Honda Civic,Sedán,Banco Estado,0.0,,1719996.58,2024-08-13,44,41,45,192,11,42,41
Jose Luis,Moya,2534758-7,"Pasadizo de David Arenas 59 Piso 7 
Cuenca, 10067",Ñuñoa,ES9402450307293931478509,Scotiabank,1922433.29,2024-03-20,46,2024-11-19,Honda Civic,SUV,Banco Estado,7284073.58,2024-12-22,0.0,,92,45,44,172,37,0,11
Julio,Ramos,20687517-8,"Camino Pepito Dalmau 2
Soria, 45562",La Florida,ES7822851929349306915621,Banco Estado,1815135.14,2024-05-12,10,2024-11-12,Chevrolet Spark,Coupé,Scotiabank,0.0,,1815135.14,2024-11-21,46,8,25,0,27,12,76
Felicia,Paz,13344201-4,"Glorieta Bartolomé Guerrero 44
Asturias, 20946",Vitacura,ES3145603940900435459329,BCI,1212157.35,2024-03-25,4,2024-05-25,Chevrolet Spark,Coupé,Scotiabank,0.0,,1212157.35,2024-08-06,80,7,4,191,1,49,20
Mariano,Pallarès,22235149-9,"Cuesta de Felipa Cases 95 Apt. 01 
Cuenca, 07381",Las Condes,ES1906794216915401707921,Banco Estado,1793514.52,2024-02-07,3,2024-02-11,Ford Fiesta,SUV,Banco Estado,14904500.46,2024-04-22,0.0,,42,29,29,182,12,9,29
Josep,Fernandez,2321724-4,"Ronda de Teresa Morell 88 Piso 7 
Las Palmas, 44364",Providencia,ES9701329041122259269629,Banco Estado,990961.9,2024-01-18,3,2024-12-13,Toyota Corolla,Sedán,Banco de Chile,0.0,,990961.9,2024-12-23,5,42,42,54,45,27,81
Valentina,Cabeza,16866516-4,"Plaza Artemio Benítez 98 Piso 0 
Cuenca, 10581",Las Condes,ES6225503438099466544872,Banco de Chile,1696753.13,2024-06-01,30,2024-10-17,Chevrolet Spark,Hatchback,BCI,0.0,,1696753.13,2024-11-10,61,36,32,175,3,81,99
Abril,Andreu,2577989-4,"Glorieta Andrea Arroyo 289
Segovia, 28711",Providencia,ES6384244553815500576894,Scotiabank,1841644.7,2024-01-11,20,2024-06-29,Chevrolet Spark,Camioneta,BCI,8004757.12,2024-07-31,0.0,,74,10,49,57,25,45,79
Camila,Serrano,2983088-6,"Avenida Felisa Murcia 80
Valladolid, 05671",Providencia,ES6503356130924642503300,Banco de Chile,1140248.98,2024-01-19,14,2024-02-15,Ford Fiesta,Sedán,Santander,6133958.79,2024-06-12,0.0,,14,3,38,118,47,67,55
Saturnina,Busquets,2067400-8,"Via de Lupita Sanabria 31
Navarra, 08475",Vitacura,ES9567577397693739171514,Scotiabank,1828949.3,2024-04-09,18,2024-09-06,Honda Civic,Camioneta,Santander,0.0,,1828949.3,2024-11-18,96,8,7,50,32,99,61
Cesar,Tirado,11485824-2,"Acceso María Belén Ramírez 56 Puerta 9 
Jaén, 51709",La Florida,ES5074042121547060359555,Banco Estado,1033862.38,2024-06-19,26,2024-08-31,Toyota Corolla,Coupé,Banco de Chile,11845981.72,2024-12-13,0.0,,92,9,2,126,14,7,35
Melania,Esteban,16106184-0,"Cuesta Severiano Segarra 76 Puerta 1 
Huesca, 38586",Santiago,ES0712765339213413667229,Banco de Chile,1162060.69,2024-03-06,45,2024-11-24,Toyota Corolla,Sedán,BCI,0.0,,1162060.69,2024-12-12,41,37,33,121,20,5,73
Adalberto,Guillén,11162957-9,"Cañada de Calixta Quiroga 63 Puerta 1 
Burgos, 19052",Las Condes,ES5069575981602954882666,Scotiabank,1504284.04,2024-06-30,10,2024-11-07,Nissan Sentra,Camioneta,Santander,0.0,,1504284.04,2024-12-15,12,45,40,113,12,59,46
Melchor,Torre,5203690-9,"Rambla Abigaíl Angulo 124
Navarra, 49196",Santiago,ES7116767426448116263416,Banco de Chile,918848.97,2024-01-19,40,2024-04-04,Toyota Corolla,Sedán,Scotiabank,10795057.05,2024-10-10,0.0,,71,9,7,103,40,68,7
Bartolomé,Molins,16957935-0,"Via Manu Ávila 47 Apt. 32 
Córdoba, 09349",Santiago,ES7511340839934006370632,Scotiabank,1023682.12,2024-03-18,37,2024-08-29,Toyota Corolla,Coupé,Banco de Chile,0.0,,1023682.12,2024-11-03,66,4,18,39,3,92,90
Elías,Gimenez,14628191-5,"Cuesta Rico Huerta 1
Almería, 48714",Santiago,ES1354578147885879957435,Banco Estado,1467043.87,2024-03-01,3,2024-05-21,Honda Civic,SUV,BCI,9477214.31,2024-07-12,0.0,,94,3,21,100,10,69,39
Florentino,Viña,8681029-8,"Avenida Segismundo Enríquez 74 Apt. 33 
Albacete, 15181",Las Condes,ES9283861762750511979472,BCI,1464013.06,2024-02-13,11,2024-05-11,Chevrolet Spark,SUV,Scotiabank,9206018.99,2024-08-12,0.0,,97,43,24,38,0,65,48
Carina,Millán,12389120-1,"Ronda Isaac Ariza 24 Piso 8 
Pontevedra, 47118",Vitacura,ES8621183079828272775169,Santander,1818905.0,2024-03-01,6,2024-07-03,Nissan Sentra,Camioneta,Banco Estado,0.0,,1818905.0,2024-12-17,10,0,2,124,6,92,67
Vicente,Lladó,15397124-2,"Calle Adalberto Monreal 1
La Coruña, 04182",Santiago,ES8716880793896517901267,Banco de Chile,1632085.34,2024-03-28,5,2024-06-03,Nissan Sentra,Sedán,Banco de Chile,0.0,,1632085.34,2024-12-12,16,31,29,138,7,16,23
Montserrat,Falcón,22541980-9,"Plaza de Román González 1
Navarra, 13675",Las Condes,ES8263614778435571705084,BCI,794507.49,2024-05-06,36,2024-10-11,Ford Fiesta,Sedán,Scotiabank,0.0,,794507.49,2024-12-05,51,46,24,40,7,72,71
Simón,Vázquez,19102073-1,"Plaza Marina Ferrán 856
Albacete, 33429",Vitacura,ES6562493882255954238716,Santander,1771082.7,2024-01-13,17,2024-02-08,Nissan Sentra,Coupé,BCI,0.0,,1771082.7,2024-12-02,46,2,9,7,30,80,7
Mercedes,Ribas,24885201-1,"Cañada Sosimo Torrens 3
Las Palmas, 23019",La Florida,ES1187397136951413738051,Banco Estado,1826537.63,2024-06-22,4,2024-09-11,Toyota Corolla,Hatchback,Banco de Chile,5291968.48,2024-11-03,0.0,,87,25,12,114,50,90,78
Emma,Cano,5556758-1,"Rambla de Macaria Olivares 617 Piso 2 
Teruel, 39098",Providencia,ES0746673282867876692522,Banco Estado,1354962.42,2024-03-18,50,2024-12-17,Honda Civic,Sedán,Scotiabank,9241300.4,2024-12-27,0.0,,60,40,21,93,43,71,79
